Time (s),Position X (m),Position Y (m),Velocity (m/s),Heading,Yawrate,Length (m),Width (m),Vehicle Number,Agent_Type,Vx,Vy,Ax,Ay,V_lon,V_lat,A_lon,A_lat,2_Position X (m),2_Position Y (m),2_Velocity (m/s),2_Heading,2_Yawrate,2_Length (m),2_Width (m),2_Vehicle Number,2_Agent_Type,2_Vx,2_Vy,2_Ax,2_Ay,2_V_lon,2_V_lat,2_A_lon,2_A_lat
1118.92,51.382,-30.431,2.381,0.166,-0.0023,4.616,1.814,417,car,2.347,0.4,1.155,0.162,2.381,-0.007,1.166,0.031,59.785,-26.696,4.584,-2.948,-0.108,4.344,1.791,424,car,-4.533,-0.686,-0.694,0.512,4.58,0.198,0.582,0.636
1118.96,51.479,-30.415,2.428,0.166,0,4.616,1.814,417,car,2.394,0.406,1.156,0.161,2.429,-0.005,1.166,0.032,59.606,-26.722,4.607,-2.952,-0.1062,4.344,1.791,424,car,-4.559,-0.663,-0.729,0.487,4.602,0.206,0.625,0.615
1119,51.577,-30.399,2.476,0.166,0,4.616,1.814,417,car,2.441,0.412,1.155,0.161,2.476,-0.003,1.166,0.032,59.427,-26.745,4.633,-2.957,-0.1041,4.344,1.791,424,car,-4.589,-0.641,-0.765,0.459,4.628,0.214,0.668,0.592
1119.04,51.677,-30.383,2.522,0.166,0,4.616,1.814,417,car,2.487,0.419,1.154,0.16,2.522,-0.002,1.165,0.033,59.246,-26.768,4.662,-2.96,-0.1019,4.344,1.791,424,car,-4.621,-0.621,-0.8,0.43,4.657,0.222,0.71,0.567
1119.08,51.777,-30.366,2.569,0.166,0,4.616,1.814,417,car,2.533,0.425,1.153,0.16,2.569,0,1.164,0.033,59.063,-26.789,4.694,-2.964,-0.0997,4.344,1.791,424,car,-4.656,-0.604,-0.833,0.4,4.689,0.229,0.749,0.541
1119.12,51.88,-30.349,2.615,0.166,0,4.616,1.814,417,car,2.579,0.432,1.152,0.159,2.615,0.002,1.163,0.034,58.877,-26.811,4.728,-2.967,-0.0974,4.344,1.791,424,car,-4.692,-0.589,-0.863,0.37,4.723,0.233,0.786,0.514
1119.16,51.985,-30.331,2.661,0.167,0,4.616,1.814,417,car,2.625,0.438,1.152,0.158,2.661,0.004,1.162,0.035,58.689,-26.832,4.764,-2.971,-0.0948,4.344,1.791,424,car,-4.729,-0.576,-0.89,0.342,4.759,0.235,0.819,0.488
1119.2,52.091,-30.314,2.707,0.167,0,4.616,1.814,417,car,2.67,0.444,1.152,0.158,2.707,0.006,1.162,0.036,58.5,-26.852,4.802,-2.976,-0.0917,4.344,1.791,424,car,-4.769,-0.565,-0.914,0.316,4.796,0.231,0.849,0.462
1119.24,52.198,-30.296,2.753,0.167,0,4.616,1.814,417,car,2.716,0.45,1.152,0.157,2.753,0.008,1.163,0.037,58.31,-26.873,4.841,-2.98,-0.088,4.344,1.791,424,car,-4.809,-0.555,-0.934,0.293,4.836,0.223,0.875,0.439
1119.28,52.307,-30.278,2.799,0.167,0,4.616,1.814,417,car,2.762,0.457,1.153,0.157,2.799,0.01,1.163,0.037,58.117,-26.894,4.881,-2.985,-0.0833,4.344,1.791,424,car,-4.85,-0.547,-0.95,0.273,4.876,0.215,0.896,0.417
1119.32,52.418,-30.259,2.846,0.167,0,4.616,1.814,417,car,2.808,0.463,1.154,0.157,2.846,0.011,1.164,0.038,57.921,-26.915,4.922,-2.99,-0.0775,4.344,1.791,424,car,-4.892,-0.54,-0.962,0.257,4.917,0.206,0.913,0.399
1119.36,52.531,-30.241,2.893,0.168,0,4.616,1.814,417,car,2.854,0.469,1.155,0.157,2.893,0.013,1.165,0.038,57.723,-26.937,4.962,-2.994,-0.0706,4.344,1.791,424,car,-4.934,-0.534,-0.971,0.245,4.958,0.197,0.925,0.385
1119.4,52.646,-30.222,2.94,0.167,0,4.616,1.814,417,car,2.901,0.476,1.156,0.156,2.94,0.014,1.166,0.038,57.524,-26.959,5.003,-2.998,-0.0625,4.344,1.791,424,car,-4.975,-0.527,-0.978,0.236,4.999,0.189,0.934,0.373
1119.44,52.763,-30.203,2.987,0.167,0,4.616,1.814,417,car,2.947,0.482,1.156,0.156,2.987,0.015,1.166,0.038,57.323,-26.981,5.043,-3.002,-0.0532,4.344,1.791,424,car,-5.016,-0.521,-0.981,0.231,5.04,0.183,0.94,0.365
1119.48,52.882,-30.183,3.033,0.167,0,4.616,1.814,417,car,2.994,0.488,1.156,0.156,3.033,0.016,1.166,0.038,57.12,-27.004,5.083,-3.005,-0.0429,4.344,1.791,424,car,-5.057,-0.514,-0.983,0.228,5.08,0.178,0.943,0.36
1119.52,53.003,-30.163,3.08,0.167,0,4.616,1.814,417,car,3.04,0.494,1.156,0.156,3.08,0.017,1.166,0.038,56.915,-27.026,5.122,-3.008,-0.0315,4.344,1.791,424,car,-5.097,-0.506,-0.984,0.227,5.119,0.175,0.945,0.356
1119.56,53.126,-30.144,3.127,0.167,0,4.616,1.814,417,car,3.086,0.5,1.156,0.156,3.127,0.019,1.166,0.038,56.709,-27.048,5.161,-3.012,-0.0193,4.344,1.791,424,car,-5.137,-0.497,-0.984,0.227,5.158,0.173,0.946,0.352
1119.6,53.25,-30.124,3.173,0.167,0,4.616,1.814,417,car,3.133,0.506,1.156,0.156,3.173,0.02,1.166,0.038,56.502,-27.069,5.199,-3.015,-0.013,4.344,1.791,424,car,-5.176,-0.488,-0.984,0.227,5.196,0.171,0.947,0.349
